,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,campaign_site
3137,S0AL00156,"JONES, DOUG",DEM,AL,0,Senate,Alabama,Democrat,https://dougjones.com/
3138,S6AL00302,"CRUMPTON, RONALD (RON) STEVEN",DEM,AL,0,Senate,Alabama,Democrat,https://www.ronkimnewyork.com/
3140,S0AL00230,"TUBERVILLE, THOMAS H",REP,AL,0,Senate,Alabama,Republican,https://www.tommyforsenate.com/
3142,S0AL00263,"MOONEY, ARNOLD",REP,AL,0,Senate,Alabama,Republican,https://arnoldmooney.com/
3144,S0AL00289,"MERRILL, JOHN H",REP,AL,0,Senate,Alabama,Republican,http://www.johnhmerrill.com/
3145,S0AL00297,"MOORE, ROY STEWART",REP,AL,0,Senate,Alabama,Republican,https://roymoore.org/
3148,S6AL00195,"SESSIONS, JEFFERSON B",REP,AL,0,Senate,Alabama,Republican,https://www.jeffsessions.com/
3150,S8AL00381,"BROOKS, MO",REP,AL,0,Senate,Alabama,Republican,https://mobrooksforcongress.com/
3152,S0AR00200,"MAHONY, JOSHUA MR.",DEM,AR,0,Senate,Arkansas,Democrat,https://joshuamahony.com/
3154,S4AR00103,"COTTON, THOMAS",REP,AR,0,Senate,Arkansas,Republican,https://www.tomcotton.com/
3156,S0AZ00350,"KELLY, MARK",DEM,AZ,0,Senate,Arizona,Democrat,https://markkelly.com/
3157,S8AZ00122,"ABBOUD, DEEDRA",DEM,AZ,0,Senate,Arizona,Democrat,https://deedra4bos.com/
3158,S8AZ00197,"SINEMA, KYRSTEN",DEM,AZ,0,Senate,Arizona,Democrat,https://kyrstensinema.com
3160,S0AZ00376,"MCCARTHY, DANIEL",REP,AZ,0,Senate,Arizona,Republican,https://demanddaniel.com/
3162,S6AZ00217,"MELUSKEY, ALEXANDER",REP,AZ,0,Senate,Arizona,Republican,http://meluskey.com/
3163,S6AZ00233,"WARD, KELLI",REP,AZ,0,Senate,Arizona,Republican,https://kelliward.com
3164,S8AZ00189,"BRITTAIN, CRAIG R",REP,AZ,0,Senate,Arizona,Republican,https://brittainforsenate.com
3165,S8AZ00213,"DIEGEL, CHRISTIAN",REP,AZ,0,Senate,Arizona,Republican,http://www.diegelforsenate.com/
3166,S8AZ00221,"MCSALLY, MARTHA",REP,AZ,0,Senate,Arizona,Republican,https://mcsallyforsenate.com/
3167,S8AZ00247,"ARPAIO, JOE",REP,AZ,0,Senate,Arizona,Republican,https://www.arpaioforsheriff.com/
3168,S6AZ00258,"QUINN, PATRICK THOMAS",NPA,AZ,0,Senate,Arizona,Other,https://www.quinnforpa.com
3170,S6CA00584,"HARRIS, KAMALA D",DEM,CA,0,Senate,California,Democrat,https://joebiden.com/
3172,S6CA00873,"STOKES, STEVE",DEM,CA,0,Senate,California,Democrat,http://www.stokes4senate.com/
3174,S8CA00408,"DE LEON, KEVIN",DEM,CA,0,Senate,California,Democrat,https://www.kevindeleon.com/
3175,S8CA00416,"HARTSON, ALISON",DEM,CA,0,Senate,California,Democrat,https://alisonhartson.com
3177,S8CA00440,"CRUZ, ERIN",REP,CA,0,Senate,California,Republican,https://voteerincruz.com/
3178,S8CA00598,"DE LA FUENTE, ROQUE ROCKY",REP,CA,0,Senate,California,Republican,http://vote.rocky101.com/en_us/
3180,S0CO00211,"BENNET, MICHAEL F.",DEM,CO,0,Senate,Colorado,Democrat,https://michaelbennet.com/
3181,S0CO00286,"ROMANOFF, ANDREW",DEM,CO,0,Senate,Colorado,Democrat,https://andrewromanoff.com/
3183,S0CO00435,"GARCIA, LORENA LORENA FOR",DEM,CO,0,Senate,Colorado,Democrat,https://lorenaforsenate.com/
3184,S0CO00443,"POTTRATZ, KEITH ALLEN",DEM,CO,0,Senate,Colorado,Democrat,https://www.rickwallen.com/
3185,S0CO00450,"ZORNIO, PATRICIA ANNE",DEM,CO,0,Senate,Colorado,Democrat,https://zornio2020.com/
3186,S0CO00468,"JOHNSTON, MICHAEL C",DEM,CO,0,Senate,Colorado,Democrat,http://www.mikejohnston.org/
3187,S0CO00476,"KOMBO, DANIELLE",DEM,CO,0,Senate,Colorado,Democrat,https://www.kombo4colorado.com/
3188,S0CO00484,"SPAULDING, STEPHANY ROSE",DEM,CO,0,Senate,Colorado,Democrat,https://stephanyroseforcongress.com
3189,S0CO00492,"BRAY, DIANA",DEM,CO,0,Senate,Colorado,Democrat,https://dianaforcolorado.com/
3190,S0CO00500,"BAER, DAN",DEM,CO,0,Senate,Colorado,Democrat,https://danforcolorado.com
3193,S0CO00534,"MADDEN, ALICE",DEM,CO,0,Senate,Colorado,Democrat,https://www.alicemadden.com/
3194,S0CO00559,"WILLIAMS, ANGELA",DEM,CO,0,Senate,Colorado,Democrat,https://angelawilliamsforussenate.com/
3195,S0CO00567,"WARREN, MICHELLE FERRIGNO",DEM,CO,0,Senate,Colorado,Democrat,https://michelleforcolorado.com/
3196,S0CO00575,"HICKENLOOPER, JOHN W.",DEM,CO,0,Senate,Colorado,Democrat,https://www.hickenlooper.com/
3198,S6CO00333,"UNDERWOOD, ERIK M.",DEM,CO,0,Senate,Colorado,Democrat,https://www.erikunderwood.com/
3199,S4CO00171,"SCHAFFER, ROBERT W",REP,CO,0,Senate,Colorado,Republican,http://www.judgeschaffer.com/
3201,S4CO00395,"GARDNER, CORY",REP,CO,0,Senate,Colorado,Republican,https://www.corygardnerforsenate.com/
3203,S0CO00344,"NAPOLITANO, JASON ANDREW",IND,CO,0,Senate,Colorado,Independent,http://kishineff.net/
3206,S0CT00177,"BLUMENTHAL, RICHARD",DEM,CT,0,Senate,Connecticut,Democrat,http://richardblumenthal.com/
3209,S8CT00121,"COREY, MATTHEW MCKINNON",REP,CT,0,Senate,Connecticut,Republican,http://www.coreyforsenate.com/
3210,S8CT00154,"VISCONTI, JOE",REP,CT,0,Senate,Connecticut,Republican,https://joevisconti.org
3211,S0DE00092,"COONS, CHRISTOPHER A.",DEM,DE,0,Senate,Delaware,Democrat,https://chriscoons.com/
3212,S0DE00175,"SCARANE, JESSICA",DEM,DE,0,Senate,Delaware,Democrat,https://www.jessfordelaware.com/
3213,S8DE00079,"CARPER, THOMAS R.",DEM,DE,0,Senate,Delaware,Democrat,https://www.carper.senate.gov/public/
3214,S0DE00183,"WITZKE, LAUREN ELENA",REP,DE,0,Senate,Delaware,Republican,http://www.laurenwitzke.com/
3215,S0DE00191,"DEMARTINO, JAMES",REP,DE,0,Senate,Delaware,Republican,https://votedemartino.com/
3218,S8DE00145,"ARLETT, ROB",REP,DE,0,Senate,Delaware,Republican,https://robarlett.com/
3219,S6FL00376,"GRAYSON, ALAN MARK",DEM,FL,0,Senate,Florida,Democrat,https://www.graysonforcongress.com/
3221,S8FL00240,"LYLES, TAMIKA",DEM,FL,0,Senate,Florida,Democrat,http://www.lylesforhd43.com/
3222,S0FL00338,"RUBIO, MARCO",REP,FL,0,Senate,Florida,Republican,https://marcorubio.com/
3225,S6FL00277,"JONES, LATERESA ANN",REP,FL,0,Senate,Florida,Republican,https://www.lajones4congress.com/
3227,S2FL00326,"BORGIA, CHRIS",NNE,FL,0,Senate,Florida,Other,http://chrisborgia.com/
3230,S0GA00401,"RIGGS AMICO, SARAH",DEM,GA,0,Senate,Georgia,Democrat,https://sarahforgeorgia.com/
3232,S0GA00435,"SHOUSE, HAROLD SHELBY MR JR",DEM,GA,0,Senate,Georgia,Democrat,https://shelbyslawson.com/
3233,S0GA00468,"LIEBERMAN, MATTHEW",DEM,GA,0,Senate,Georgia,Democrat,https://liebermanforsenate.com/
3234,S0GA00484,"JOHNSON-SHEALEY, TAMARA",DEM,GA,0,Senate,Georgia,Democrat,https://www.tamaraforgeorgia.com/
3235,S0GA00500,"DILLARD SMITH, MAYA",DEM,GA,0,Senate,Georgia,Democrat,http://www.mayaforgeorgia.com/
3236,S0GA00542,"WINFIELD, RICHARD DIEN",DEM,GA,0,Senate,Georgia,Democrat,https://www.winfieldforsenate.com/
3237,S0GA00559,"WARNOCK, RAPHAEL",DEM,GA,0,Senate,Georgia,Democrat,https://warnockforgeorgia.com/
3238,S0GA00583,"TARVER, EDWARD J.",DEM,GA,0,Senate,Georgia,Democrat,https://www.tarverforsenate.com/
3239,S0GA00591,"JACKSON, DEBORAH A",DEM,GA,0,Senate,Georgia,Democrat,https://deborahforgeorgia.com/
3240,S8GA00180,"OSSOFF, T. JONATHAN",DEM,GA,0,Senate,Georgia,Democrat,https://electjon.com/
3241,S0GA00492,"JOHNSON, ARTHUR WAYNE",REP,GA,0,Senate,Georgia,Republican,https://www.johnsonsenate.com/
3242,S0GA00526,"LOEFFLER, KELLY",REP,GA,0,Senate,Georgia,Republican,https://www.kellyforsenate.com/
3248,S4GA11236,"GRAYSON, DERRICK EARL",REP,GA,0,Senate,Georgia,Republican,https://www.graysonforga.com/
3249,S4GA11285,"PERDUE, DAVID",REP,GA,0,Senate,Georgia,Republican,https://perduesenate.com/
3251,S0GA00617,"FORTUIN, JOHN",GRE,GA,0,Senate,Georgia,Green,http://www.fortuinforgeorgia.com/
3252,S4GA11103,"BUCKLEY, ALLEN",IND,GA,0,Senate,Georgia,Independent,https://www.buckleyforsenate.org/
3253,S0GA00633,"SLOWINSKI, BRIAN RICHARD",LIB,GA,0,Senate,Georgia,Libertarian,https://voteslowinski.wixsite.com/mysite
3256,S0IA00119,"FIEGEN, THOMAS L",DEM,IA,0,Senate,Iowa,Democrat,http://fiegenforussenate.com/
3257,S0IA00150,"MAURO, EDDIE J",DEM,IA,0,Senate,Iowa,Democrat,http://www.eddiemauro.com
3258,S0IA00168,"GRAHAM, KIMBERLY",DEM,IA,0,Senate,Iowa,Democrat,https://www.kimberlyforiowa.com/
3259,S0IA00176,"GREENFIELD, THERESA",DEM,IA,0,Senate,Iowa,Democrat,https://greenfieldforiowa.com/
3260,S0IA00200,"FRANKEN, MICHAEL",DEM,IA,0,Senate,Iowa,Democrat,https://frankenforiowa.org/
3262,S0IA00028,"GRASSLEY, CHARLES E ",REP,IA,0,Senate,Iowa,Republican,https://grassleyworks.com/
3264,S4IA00129,"ERNST, JONI K",REP,IA,0,Senate,Iowa,Republican,https://joniernst.com/
3265,S4IA00152,"JACOBS, MARK M",REP,IA,0,Senate,Iowa,Republican,http://www.jacobsforiowa.com/join-mark/
3266,S0IA00184,"HERZOG, SUZANNE",IND,IA,0,Senate,Iowa,Independent,https://www.herzogforussenate.com/
3267,S0ID00149,"HARRIS, NANCY LYNN",DEM,ID,0,Senate,Idaho,Democrat,https://www.nancybean4tx.org/
3268,S0ID00164,"VANDERMAAS, JIM",DEM,ID,0,Senate,Idaho,Democrat,http://votevandermaas.co/
3269,S0ID00180,"JORDAN, PAULETTE",DEM,ID,0,Senate,Idaho,Democrat,https://pauletteforsenate.com
3270,S8ID00027,"CRAPO, MICHAEL D",REP,ID,0,Senate,Idaho,Republican,http://crapoforsenate.com/
3271,S8ID00092,"RISCH, JAMES E",REP,ID,0,Senate,Idaho,Republican,https://www.senatorrisch.com/
3272,S6ID00104,"WRITZ, RAY",CON,ID,0,Senate,Idaho,Other,http://www.rayjwritz.com/
3273,S0IL00493,"STAVA-MURRAY, ANNE MICHELE MOST RECEN",DEM,IL,0,Senate,Illinois,Democrat,https://www.teamstavamurray.com/
3274,S0IL00576,"JORDAN LAWLOR, MARILYN",DEM,IL,0,Senate,Illinois,Democrat,https://chooselove2020.org/
3275,S6IL00151,"DURBIN, RICHARD J.",DEM,IL,0,Senate,Illinois,Democrat,https://www.durbinforsenate.com
3276,S6IL00292,"DUCKWORTH, L TAMMY",DEM,IL,0,Senate,Illinois,Democrat,http://www.tammyduckworth.com/
3277,S6IL00342,"HARRIS, NAPOLEON",DEM,IL,0,Senate,Illinois,Democrat,https://web.archive.org/web/2/http://harrisforilsenate.com/?page_id=13
3278,S0IL00501,"HUBBARD, PEGGY",REP,IL,0,Senate,Illinois,Republican,https://peggyhubbard.org/
3279,S0IL00527,"TARTER, THOMAS",REP,IL,0,Senate,Illinois,Republican,https://www.drtarter.com/
3280,S0IL00543,"CURRAN, MARK",REP,IL,0,Senate,Illinois,Republican,https://electcurran.com/
3281,S0IL00550,"CHLEBEK, CASEY",REP,IL,0,Senate,Illinois,Republican,https://caseyforsenate.com/
3282,S2IL00119,"OBERWEIS, JAMES D ""JIM""",REP,IL,0,Senate,Illinois,Republican,https://jim2020.com/
3283,S4IL00438,"TRUAX, DOUGLAS LEE",REP,IL,0,Senate,Illinois,Republican,http://dougtruax.com/
3285,S6IL00334,"MARTER, JAMES THOMAS",REP,IL,0,Senate,Illinois,Republican,https://marter4congress.us/
3286,S0IL00568,"WILSON, WILLIE",IND,IL,0,Senate,Illinois,Independent,https://www.williewilsonforsenate2020.com/
3287,S0IN00061,"HILL, BARON P",DEM,IN,0,Senate,Indiana,Democrat,http://www.baronhillforindiana.com/
3290,S8IN00049,"BAYH, EVAN",DEM,IN,0,Senate,Indiana,Democrat,http://evanbayhforindiana.com/
3291,S0IN00111,"BATES, DON JR",REP,IN,0,Senate,Indiana,Republican,https://web.archive.org/web/2/http://www.batesforcongress.com/
3292,S6IN00191,"YOUNG, TODD CHRISTOPHER",REP,IN,0,Senate,Indiana,Republican,https://www.toddyoung.org/
3293,S8IN00148,"TAKAMI, ANDREW BENJAMIN",REP,IN,0,Senate,Indiana,Republican,https://www.brianbenjamin.org
3294,S8IN00163,"MESSER, ALLEN LUCAS",REP,IN,0,Senate,Indiana,Republican,https://jimlucasforhouse.com
3295,S8IN00171,"BRAUN, MIKE",REP,IN,0,Senate,Indiana,Republican,https://mikebraunforindiana.com
3296,S8IN00189,"ROKITA, THEODORE EDWARD",REP,IN,0,Senate,Indiana,Republican,https://toddrokita.com
3297,S0KS00166,"WIESNER, PATRICK",DEM,KS,0,Senate,Kansas,Democrat,http://www.wiesnerforsenate.com/
3298,S0KS00224,"BOYDA, NANCY E",DEM,KS,0,Senate,Kansas,Democrat,https://www.boydaforsenate.com/
3299,S0KS00232,"GRISSOM, BARRY",DEM,KS,0,Senate,Kansas,Democrat,https://barrygrissom.com/
3300,S0KS00265,"TILLMAN, ROBERT LEON",DEM,KS,0,Senate,Kansas,Democrat,https://roberttillman4ussenate.org
3301,S0KS00307,"REDDI, USHA",DEM,KS,0,Senate,Kansas,Democrat,https://ushareddi.com/
3302,S0KS00323,"BOLLIER, BARBARA",DEM,KS,0,Senate,Kansas,Democrat,https://bollierforkansas.com/
3303,S0KS00091,"MORAN, JERRY",REP,KS,0,Senate,Kansas,Republican,https://www.moranforkansas.com/
3304,S0KS00208,"LATURNER, JAKE",REP,KS,0,Senate,Kansas,Republican,https://www.jakelaturner.com/
3306,S0KS00257,"KOBACH, KRIS",REP,KS,0,Senate,Kansas,Republican,https://kriskobach.com/
3307,S0KS00281,"PRUITT, BRYAN",REP,KS,0,Senate,Kansas,Republican,https://www.pruitt4kansas.com/
3308,S0KS00299,"WAGLE, SUSAN",REP,KS,0,Senate,Kansas,Republican,http://www.teamwagle.com/
3309,S0KS00315,"MARSHALL, ROGER W",REP,KS,0,Senate,Kansas,Republican,https://kansansformarshall.com/
3310,S0KS00331,"MATLOCK, BRIAN",REP,KS,0,Senate,Kansas,Republican,http://matlockforsenate.com/
3314,S0KY00313,"AUSBROOKS, JIMMY",DEM,KY,0,Senate,Kentucky,Democrat,https://jausbrooks.wixsite.com/mysite
3315,S0KY00321,"BROIHIER, MICHAEL GEORGE",DEM,KY,0,Senate,Kentucky,Democrat,https://bookerforkentucky.com/
3316,S0KY00339,"MCGRATH, AMY",DEM,KY,0,Senate,Kentucky,Democrat,https://amymcgrath.com/
3318,S0KY00388,"ROTHMULLER, ERIC",DEM,KY,0,Senate,Kentucky,Democrat,https://ericrothmuller.com/
3319,S0KY00420,"BOOKER, CHARLES",DEM,KY,0,Senate,Kentucky,Democrat,https://bookerforkentucky.com/
3320,S0KY00438,"TOBIN, MARY ANN",DEM,KY,0,Senate,Kentucky,Democrat,https://maryanntobinussenate.com/
3321,S8KY00241,"FISCHER, GREGORY EDWARD",DEM,KY,0,Senate,Kentucky,Democrat,http://voteforgreg.org/about/
3323,S0KY00198,"THONEY, ROGER",REP,KY,0,Senate,Kentucky,Republican,http://www.rogerthoney.com/senate/default.aspx
3324,S0KY00297,"MORGAN, CLINTON WESLEY",REP,KY,0,Senate,Kentucky,Republican,https://wesleymorganforsenate.com/
3325,S2KY00012,"MCCONNELL, MITCH",REP,KY,0,Senate,Kentucky,Republican,https://www.teammitch.com/
3326,S0LA00311,"PIERCE, ANTOINE",DEM,LA,0,Senate,Louisiana,Democrat,http://www.antoinepierce.com/
3330,S4LA00065,"KENNEDY, JOHN NEELY",REP,LA,0,Senate,Louisiana,Republican,http://www.johnkennedy.com/
3331,S4LA00107,"CASSIDY, WILLIAM M.",REP,LA,0,Senate,Louisiana,Republican,http://www.billcassidy.com/
3334,H2MA04073,"KENNEDY, JOSEPH P III",DEM,MA,0,House,Massachusetts,Democrat,https://www.kennedyforma.com/
3335,S0MA00166,"LISS-RIORDAN, SHANNON MS.",DEM,MA,0,Senate,Massachusetts,Democrat,https://shannonforsenate.com/
3336,S0MA00182,"PEMBERTON, STEVE",DEM,MA,0,Senate,Massachusetts,Democrat,https://pembertonforma.com/
3337,S0MA00208,"KENNEDY, JOSEPH P III",DEM,MA,0,Senate,Massachusetts,Democrat,https://www.kennedyforma.com/
3338,S2MA00170,"WARREN, ELIZABETH",DEM,MA,0,Senate,Massachusetts,Democrat,https://elizabethwarren.com/
3339,S4MA00028,"MARKEY, EDWARD J. SEN.",DEM,MA,0,Senate,Massachusetts,Democrat,https://www.edmarkey.com/
3340,S0MA00232,"O'CONNOR, KEVIN J",REP,MA,0,Senate,Massachusetts,Republican,https://www.kocforsenate.com/
3341,S4MA00184,"GOMEZ, GABRIEL",REP,MA,0,Senate,Massachusetts,Republican,http://www.gomezforma.com/
3343,S4MA00242,"ADDIVINOLA, FRANK J JR",REP,MA,0,Senate,Massachusetts,Republican,http://www.frankaddivinola.com/
3344,S8MA00268,"AYYADURAI, SHIVA DR",REP,MA,0,Senate,Massachusetts,Republican,https://shiva4senate.com/
3345,S8MA00276,"DIEHL, GEOFF",REP,MA,0,Senate,Massachusetts,Republican,http://www.geoffdiehl.com/
3347,S6MD03177,"CARDIN, BENJAMIN L",DEM,MD,0,Senate,Maryland,Democrat,https://bencardin.com
3349,S8MD00260,"MANNING, CHELSEA ELIZABETH",DEM,MD,0,Senate,Maryland,Democrat,https://xychelsea.is
3352,S8MD00393,"PUSKAR, MICHAEL B",OTH,MD,0,Senate,Maryland,Other,https://www.mbpuskar.com/
3354,S0ME00087,"KIDMAN, BRE MX.",DEM,ME,0,Senate,Maine,Democrat,https://www.beekay4maine.com/
3356,S0ME00111,"GIDEON, SARA",DEM,ME,0,Senate,Maine,Democrat,https://saragideon.com/
3358,S0ME00145,"LAJEUNESSE, ROSS",DEM,ME,0,Senate,Maine,Democrat,https://www.rossformaine.com/
3360,S8ME00155,"RINGELSTEIN, ZACKARY (ZAK)",DEM,ME,0,Senate,Maine,Democrat,https://www.ringelsteinformaine.com/
3361,S0ME00095,"LEVASSEUR, DEREK ALLEN",REP,ME,0,Senate,Maine,Republican,https://jayallenforcongress.com/
3362,S2ME00158,"POLIQUIN, BRUCE L",REP,ME,0,Senate,Maine,Republican,https://poliquinforcongress.com
3363,S6ME00159,"COLLINS, SUSAN M.",REP,ME,0,Senate,Maine,Republican,https://www.susancollins.com/
3364,S8ME00130,"BRAKEY, ERIC",REP,ME,0,Senate,Maine,Republican,https://ericbrakey.com/
3365,S8ME00163,"LINN, MAX",REP,ME,0,Senate,Maine,Republican,https://www.maxlinnforsenate.com/
3368,S2ME00109,"KING, ANGUS S. JR.",IND,ME,0,Senate,Maine,Independent,https://angusformaine.com
3369,S0ME00137,"SAVAGE, LISA JILL",UNK,ME,0,Senate,Maine,Other,https://www.lisaformaine.org/
3370,S4MI00355,"PETERS, GARY",DEM,MI,0,Senate,Michigan,Democrat,https://petersformichigan.com/
3372,S4MI00298,"CARR, BOB",REP,MI,0,Senate,Michigan,Republican,https://electbobcarr.com/
3374,S8MI00372,"JAMES, JOHN",REP,MI,0,Senate,Michigan,Republican,https://johnjamesforsenate.com/
3377,S8MN00578,"SMITH, TINA",DEM,MN,0,Senate,Minnesota,Democrat,https://www.tinaforminnesota.com/
3378,S0MN00286,"HYATT, FOREST W. MR.",REP,MN,0,Senate,Minnesota,Republican,http://www.foresthyattforsenate.com/
3379,S0MN00294,"BARRETT, ROBERT PAUL MR JR.",REP,MN,0,Senate,Minnesota,Republican,https://www.robbarrettforsenate.com/
3381,S0MN00328,"LEWIS, JASON",REP,MN,0,Senate,Minnesota,Republican,https://lewisformn.com/
3382,S2MN00266,"BILLS, KURT PATRICK",REP,MN,0,Senate,Minnesota,Republican,http://senatorkaykirkpatrick.com/
3383,S4MN00361,"ORTMAN, JULIANNE",REP,MN,0,Senate,Minnesota,Republican,http://www.julianneortman.com/
3385,S8MN00586,"HOUSLEY, KARIN",REP,MN,0,Senate,Minnesota,Republican,https://www.housleyforsenate.com/
3386,S0MN00336,"OVERBY, PAULA MIRARE",DFL,MN,0,Senate,Minnesota,Other,http://www.paulaoverby.com
3387,S6MN00267,"KLOBUCHAR, AMY",DFL,MN,0,Senate,Minnesota,Other,https://amyklobuchar.com/
3389,S8MN00636,"TROOIEN, JERRY",IND,MN,0,Senate,Minnesota,Independent,https://jerry2018.com/
3390,S0MO00183,"BLUNT, ROY",REP,MO,0,Senate,Missouri,Republican,https://www.royblunt.com/
3393,S8MO00160,"HAWLEY, JOSHUA DAVID",REP,MO,0,Senate,Missouri,Republican,https://joshhawley.com
3394,S8MO00178,"SYKES, B COURTLAND",REP,MO,0,Senate,Missouri,Republican,https://sykesforsenate2018.com/
3395,S8MO00327,"CRAIN, JO",GRE,MO,0,Senate,Missouri,Green,https://www.missourigreenparty.org/jo_crain_for_us_senate
3398,S8MS00287,"ESPY, MICHAEL",DEM,MS,0,Senate,Mississippi,Democrat,https://espyforsenate.com/
3399,S8MS00295,"BARTEE, TOBEY",DEM,MS,0,Senate,Mississippi,Democrat,http://www.barteeforsenate.com/
3402,S8MS00261,"HYDE-SMITH, CINDY",REP,MS,0,Senate,Mississippi,Republican,https://cindyhydesmith.com
3404,S0MT00108,"MUES, JOHN",DEM,MT,0,Senate,Montana,Democrat,https://muesformontana.com/
3406,S0MT00132,"NEUMANN, CORA",DEM,MT,0,Senate,Montana,Democrat,https://www.coraformontana.com/
3407,S0MT00173,"BULLOCK, STEVE",DEM,MT,0,Senate,Montana,Democrat,https://stevebullock.com/
3410,S0MT00157,"LARSON, DANIEL RICHARD",REP,MT,0,Senate,Montana,Republican,https://www.danformontana.com/
3411,S2MT00096,"DAINES, STEVEN",REP,MT,0,Senate,Montana,Republican,https://www.stevedaines.com/
3412,S6MT00097,"REHBERG, DENNIS RAY",REP,MT,0,Senate,Montana,Republican,https://sharonray.org/
3413,S8MT00218,"DOWNING, TROY",REP,MT,0,Senate,Montana,Republican,https://www.troydowning.com/
3414,S8MT00234,"ROSENDALE, MATT",REP,MT,0,Senate,Montana,Republican,https://mattformontana.com/
3416,S0NC00202,"CUNNINGHAM, CAL",DEM,NC,0,Senate,North Carolina,Democrat,https://www.calfornc.com/
3417,S0NC00285,"FULLER, TREVOR MICHAEL",DEM,NC,0,Senate,North Carolina,Democrat,http://www.cappsforkansas.com/
3419,S0NC00343,"SMITH, ERICA DANETTE",DEM,NC,0,Senate,North Carolina,Democrat,https://ericaforus.com/
3420,S0NC00368,"SWENSON, STEVE",DEM,NC,0,Senate,North Carolina,Democrat,https://steveswensonforsenate.org/
3421,S6NC00266,"ROSS, DEBORAH K",DEM,NC,0,Senate,North Carolina,Democrat,https://www.deborahross.com/
3423,S0NC00293,"SMITH, SANDY",REP,NC,0,Senate,North Carolina,Republican,https://sandysmithnc.com/
3424,S0NC00319,"TUCKER, GARLAND S III",REP,NC,0,Senate,North Carolina,Republican,https://www.garlandtucker.com
3425,S2NC00273,"BRIAN, LEE ANDREA MS. ANDREA MS",REP,NC,0,Senate,North Carolina,Republican,http://andrealea.com/
3427,S4NC00162,"TILLIS, THOM R. SEN.",REP,NC,0,Senate,North Carolina,Republican,https://www.thomtillis.com/
3431,S0ND00093,"HOEVEN, JOHN",REP,ND,0,Senate,North Dakota,Republican,http://www.hoevenforsenate.com/
3432,S8ND00120,"CRAMER, KEVIN MR.",REP,ND,0,Senate,North Dakota,Republican,https://kevincramer.org
3433,S0NE00072,"PHILIPS, ANGELIC MARIE",DEM,NE,0,Senate,Nebraska,Democrat,https://teamangelmassey.wixsite.com/mysite
3434,S0NE00098,"SHELTON, ALISHA",DEM,NE,0,Senate,Nebraska,Democrat,https://sheltonforsenate.com/
3435,S0NE00106,"MACEK, DENNIS FRANK",DEM,NE,0,Senate,Nebraska,Democrat,http://dennisfrankmacekforsenate.com/
3437,S8NE00182,"RAYBOULD, JANE",DEM,NE,0,Senate,Nebraska,Democrat,https://janeraybould.com/
3438,S8NE00216,"JANICEK, CHRIS EDWARD MR",DEM,NE,0,Senate,Nebraska,Democrat,http://www.janicekforsenate2020.com/
3439,S0NE00080,"INNIS, MATT",REP,NE,0,Senate,Nebraska,Republican,https://www.mattinnis4senate.com/
