,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,CAND_ICI,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,search_query,campaign_results_list
3827,S0OH00133,"PORTMAN, ROB THE HONORA",REP,OH,0,Incumbent,Senate,Ohio,Republican,"PORTMAN, ROB THE HONORA Republican Ohio Senate","PORTMAN, ROB THE HONORA Republican Ohio Senate 2021"
3828,S2OH00170,"MANDEL, JOSH",REP,OH,0,Challenger,Senate,Ohio,Republican,"MANDEL, JOSH Republican Ohio Senate","MANDEL, JOSH Republican Ohio Senate 2021"
3829,S2OH00287,"PUKITA, MARK MR.",REP,OH,0,,Senate,Ohio,Republican,"PUKITA, MARK MR. Republican Ohio Senate","PUKITA, MARK MR. Republican Ohio Senate 2021"
3830,S8OH00086,"GIBBONS, MICHAEL",REP,OH,0,Challenger,Senate,Ohio,Republican,"GIBBONS, MICHAEL Republican Ohio Senate","GIBBONS, MICHAEL Republican Ohio Senate 2021"
3831,S8OH00102,"RENACCI, JAMES B.",REP,OH,0,Challenger,Senate,Ohio,Republican,"RENACCI, JAMES B. Republican Ohio Senate","RENACCI, JAMES B. Republican Ohio Senate 2021"
3832,S8OH00110,"KILEY, DAN",REP,OH,0,Challenger,Senate,Ohio,Republican,"KILEY, DAN Republican Ohio Senate","KILEY, DAN Republican Ohio Senate 2021"
3833,S8OH00144,"FARIS, STEPHEN I MR",,OH,0,Challenger,Senate,Ohio,Other,"FARIS, STEPHEN I MR Other Ohio Senate","FARIS, STEPHEN I MR Other Ohio Senate 2021"
3834,S0OK00321,"BRITT, ELYSABETH",DEM,OK,0,Challenger,Senate,Oklahoma,Democrat,"BRITT, ELYSABETH Democrat Oklahoma Senate","BRITT, ELYSABETH Democrat Oklahoma Senate 2021"
3835,S0OK00339,"BILLINGS, DYLAN DR.",DEM,OK,0,Challenger,Senate,Oklahoma,Democrat,"BILLINGS, DYLAN DR. Democrat Oklahoma Senate","BILLINGS, DYLAN DR. Democrat Oklahoma Senate 2021"
3836,S0OK00354,"ROGERS, BEVON",DEM,OK,0,Challenger,Senate,Oklahoma,Democrat,"ROGERS, BEVON Democrat Oklahoma Senate","ROGERS, BEVON Democrat Oklahoma Senate 2021"
3837,S0OK00370,"BROYLES, ABBY",DEM,OK,0,Challenger,Senate,Oklahoma,Democrat,"BROYLES, ABBY Democrat Oklahoma Senate","BROYLES, ABBY Democrat Oklahoma Senate 2021"
3838,S0OK00347,"STITT, JJ MR.",REP,OK,0,Challenger,Senate,Oklahoma,Republican,"STITT, JJ MR. Republican Oklahoma Senate","STITT, JJ MR. Republican Oklahoma Senate 2021"
3839,S0OK00438,"MAVIS, NEIL J MR.",REP,OK,0,Challenger,Senate,Oklahoma,Republican,"MAVIS, NEIL J MR. Republican Oklahoma Senate","MAVIS, NEIL J MR. Republican Oklahoma Senate 2021"
3840,S4OK00083,"INHOFE, JAMES M. SEN.",REP,OK,0,Incumbent,Senate,Oklahoma,Republican,"INHOFE, JAMES M. SEN. Republican Oklahoma Senate","INHOFE, JAMES M. SEN. Republican Oklahoma Senate 2021"
3841,S4OK00232,"LANKFORD, JAMES PAUL",REP,OK,0,Incumbent,Senate,Oklahoma,Republican,"LANKFORD, JAMES PAUL Republican Oklahoma Senate","LANKFORD, JAMES PAUL Republican Oklahoma Senate 2021"
3842,S6OK04148,"SWEARENGIN, TAMMY",REP,OK,0,,Senate,Oklahoma,Republican,"SWEARENGIN, TAMMY Republican Oklahoma Senate","SWEARENGIN, TAMMY Republican Oklahoma Senate 2021"
3843,S0OK00404,"NESBIT, APRIL",IND,OK,0,Challenger,Senate,Oklahoma,Independent,"NESBIT, APRIL Independent Oklahoma Senate","NESBIT, APRIL Independent Oklahoma Senate 2021"
3844,S0OK00412,"FARR, JOAN",IND,OK,0,Challenger,Senate,Oklahoma,Independent,"FARR, JOAN Independent Oklahoma Senate","FARR, JOAN Independent Oklahoma Senate 2021"
3845,S6OR00110,"WYDEN, RONALD LEE",DEM,OR,0,Incumbent,Senate,Oregon,Democrat,"WYDEN, RONALD LEE Democrat Oregon Senate","WYDEN, RONALD LEE Democrat Oregon Senate 2021"
3846,S8OR00207,"MERKLEY, JEFFREY ALAN",DEM,OR,0,Incumbent,Senate,Oregon,Democrat,"MERKLEY, JEFFREY ALAN Democrat Oregon Senate","MERKLEY, JEFFREY ALAN Democrat Oregon Senate 2021"
3847,S0OR00337,"ROMERO, PAUL JOSEPH MR. JR.",REP,OR,0,Challenger,Senate,Oregon,Republican,"ROMERO, PAUL JOSEPH MR. JR. Republican Oregon Senate","ROMERO, PAUL JOSEPH MR. JR. Republican Oregon Senate 2021"
3848,S4OR00156,"PERKINS, JO RAE",REP,OR,0,Challenger,Senate,Oregon,Republican,"PERKINS, JO RAE Republican Oregon Senate","PERKINS, JO RAE Republican Oregon Senate 2021"
3849,S0PA00434,"SESTAK, JOSEPH A JR",DEM,PA,0,Challenger,Senate,Pennsylvania,Democrat,"SESTAK, JOSEPH A JR Democrat Pennsylvania Senate","SESTAK, JOSEPH A JR Democrat Pennsylvania Senate 2021"
3850,S2PA00307,"MCGUIGAN, JOHN DAVID",DEM,PA,0,,Senate,Pennsylvania,Democrat,"MCGUIGAN, JOHN DAVID Democrat Pennsylvania Senate","MCGUIGAN, JOHN DAVID Democrat Pennsylvania Senate 2021"
3851,S6PA00217,"CASEY, ROBERT P. JR.",DEM,PA,0,,Senate,Pennsylvania,Democrat,"CASEY, ROBERT P. JR. Democrat Pennsylvania Senate","CASEY, ROBERT P. JR. Democrat Pennsylvania Senate 2021"
3852,S6PA00258,"PAWLOWSKI, ED",DEM,PA,0,Challenger,Senate,Pennsylvania,Democrat,"PAWLOWSKI, ED Democrat Pennsylvania Senate","PAWLOWSKI, ED Democrat Pennsylvania Senate 2021"
3853,S6PA00266,"MCGINTY, KATHLEEN ALANA",DEM,PA,0,Challenger,Senate,Pennsylvania,Democrat,"MCGINTY, KATHLEEN ALANA Democrat Pennsylvania Senate","MCGINTY, KATHLEEN ALANA Democrat Pennsylvania Senate 2021"
3854,S2PA00216,"CHRISTIAN, DAVID",REP,PA,0,Challenger,Senate,Pennsylvania,Republican,"CHRISTIAN, DAVID Republican Pennsylvania Senate","CHRISTIAN, DAVID Republican Pennsylvania Senate 2021"
3855,S2PA00232,"WELCH, STEVEN D",REP,PA,0,Challenger,Senate,Pennsylvania,Republican,"WELCH, STEVEN D Republican Pennsylvania Senate","WELCH, STEVEN D Republican Pennsylvania Senate 2021"
3856,S4PA00121,"TOOMEY, PATRICK JOSEPH",REP,PA,0,Incumbent,Senate,Pennsylvania,Republican,"TOOMEY, PATRICK JOSEPH Republican Pennsylvania Senate","TOOMEY, PATRICK JOSEPH Republican Pennsylvania Senate 2021"
3857,S4PA00196,"VODVARKA, JOSEPH JOHN",REP,PA,0,Challenger,Senate,Pennsylvania,Republican,"VODVARKA, JOSEPH JOHN Republican Pennsylvania Senate","VODVARKA, JOSEPH JOHN Republican Pennsylvania Senate 2021"
3858,S8PA00270,"CHRISTIANA, JAMES JOSEPH III",REP,PA,0,Challenger,Senate,Pennsylvania,Republican,"CHRISTIANA, JAMES JOSEPH III Republican Pennsylvania Senate","CHRISTIANA, JAMES JOSEPH III Republican Pennsylvania Senate 2021"
3859,S8PA00346,"GALE, NEAL",GRE,PA,0,Challenger,Senate,Pennsylvania,Green,"GALE, NEAL Green Pennsylvania Senate","GALE, NEAL Green Pennsylvania Senate 2021"
3860,S6RI00163,"REED, JOHN F.",DEM,RI,0,Incumbent,Senate,Rhode Island,Democrat,"REED, JOHN F. Democrat Rhode Island Senate","REED, JOHN F. Democrat Rhode Island Senate 2021"
3861,S6RI00221,"WHITEHOUSE, SHELDON",DEM,RI,0,,Senate,Rhode Island,Democrat,"WHITEHOUSE, SHELDON Democrat Rhode Island Senate","WHITEHOUSE, SHELDON Democrat Rhode Island Senate 2021"
3862,S0RI00067,"WATERS, ALLEN",REP,RI,0,Challenger,Senate,Rhode Island,Republican,"WATERS, ALLEN Republican Rhode Island Senate","WATERS, ALLEN Republican Rhode Island Senate 2021"
3863,S8RI00151,"DE LA FUENTE, ROQUE ROCKY",REP,RI,0,Challenger,Senate,Rhode Island,Republican,"DE LA FUENTE, ROQUE ROCKY Republican Rhode Island Senate","DE LA FUENTE, ROQUE ROCKY Republican Rhode Island Senate 2021"
3864,S8RI00177,"COSTA, MICHAEL",IND,RI,0,Challenger,Senate,Rhode Island,Independent,"COSTA, MICHAEL Independent Rhode Island Senate","COSTA, MICHAEL Independent Rhode Island Senate 2021"
3865,S0SC00289,"HARRISON, JAIME",DEM,SC,0,Challenger,Senate,South Carolina,Democrat,"HARRISON, JAIME Democrat South Carolina Senate","HARRISON, JAIME Democrat South Carolina Senate 2021"
3866,S0SC00305,"TINUBU, GLORIA BROMELL DR.",DEM,SC,0,Challenger,Senate,South Carolina,Democrat,"TINUBU, GLORIA BROMELL DR. Democrat South Carolina Senate","TINUBU, GLORIA BROMELL DR. Democrat South Carolina Senate 2021"
3867,S0SC00149,"GRAHAM, LINDSEY O.",REP,SC,0,Incumbent,Senate,South Carolina,Republican,"GRAHAM, LINDSEY O. Republican South Carolina Senate","GRAHAM, LINDSEY O. Republican South Carolina Senate 2021"
3868,S0SC00297,"REYNOLDS, JOSEPH",REP,SC,0,Challenger,Senate,South Carolina,Republican,"REYNOLDS, JOSEPH Republican South Carolina Senate","REYNOLDS, JOSEPH Republican South Carolina Senate 2021"
3869,S0SC00313,"LAPIERRE, MICHAEL JAMES",REP,SC,0,Challenger,Senate,South Carolina,Republican,"LAPIERRE, MICHAEL JAMES Republican South Carolina Senate","LAPIERRE, MICHAEL JAMES Republican South Carolina Senate 2021"
3870,S0SC00321,"BUCKNER, DWAYNE DUKE",REP,SC,0,Challenger,Senate,South Carolina,Republican,"BUCKNER, DWAYNE DUKE Republican South Carolina Senate","BUCKNER, DWAYNE DUKE Republican South Carolina Senate 2021"
3871,S4SC00240,"SCOTT, TIMOTHY E",REP,SC,0,Incumbent,Senate,South Carolina,Republican,"SCOTT, TIMOTHY E Republican South Carolina Senate","SCOTT, TIMOTHY E Republican South Carolina Senate 2021"
3872,S4SC00281,"MACE, NANCY",REP,SC,0,Challenger,Senate,South Carolina,Republican,"MACE, NANCY Republican South Carolina Senate","MACE, NANCY Republican South Carolina Senate 2021"
3873,S6SC04155,"BLEDSOE, WILLIAM DAVID DVM",CON,SC,0,Challenger,Senate,South Carolina,Other,"BLEDSOE, WILLIAM DAVID DVM Other South Carolina Senate","BLEDSOE, WILLIAM DAVID DVM Other South Carolina Senate 2021"
3874,S0SD00070,"AHLERS, DAN",DEM,SD,0,Challenger,Senate,South Dakota,Democrat,"AHLERS, DAN Democrat South Dakota Senate","AHLERS, DAN Democrat South Dakota Senate 2021"
3875,S0SD00096,"HART, CLARA M MS",DEM,SD,0,Challenger,Senate,South Dakota,Democrat,"HART, CLARA M MS Democrat South Dakota Senate","HART, CLARA M MS Democrat South Dakota Senate 2021"
3876,S6SD00051,"JOHNSON, TIM",DEM,SD,0,Challenger,Senate,South Dakota,Democrat,"JOHNSON, TIM Democrat South Dakota Senate","JOHNSON, TIM Democrat South Dakota Senate 2021"
3877,S0SD00088,"BORGLUM, SCYLLER",REP,SD,0,Challenger,Senate,South Dakota,Republican,"BORGLUM, SCYLLER Republican South Dakota Senate","BORGLUM, SCYLLER Republican South Dakota Senate 2021"
3878,S2SD00068,"THUNE, JOHN R.",REP,SD,0,Incumbent,Senate,South Dakota,Republican,"THUNE, JOHN R. Republican South Dakota Senate","THUNE, JOHN R. Republican South Dakota Senate 2021"
3879,S4SD00049,"ROUNDS, MIKE",REP,SD,0,Incumbent,Senate,South Dakota,Republican,"ROUNDS, MIKE Republican South Dakota Senate","ROUNDS, MIKE Republican South Dakota Senate 2021"
3880,S4SD00064,"BOSWORTH, ANNETTE DR",REP,SD,0,Open seat,Senate,South Dakota,Republican,"BOSWORTH, ANNETTE DR Republican South Dakota Senate","BOSWORTH, ANNETTE DR Republican South Dakota Senate 2021"
3881,S0TN00268,"KIMBROUGH, ROBIN",DEM,TN,0,Open seat,Senate,Tennessee,Democrat,"KIMBROUGH, ROBIN Democrat Tennessee Senate","KIMBROUGH, ROBIN Democrat Tennessee Senate 2021"
3882,S0TN00284,"PICKRELL, MARK",DEM,TN,0,Open seat,Senate,Tennessee,Democrat,"PICKRELL, MARK Democrat Tennessee Senate","PICKRELL, MARK Democrat Tennessee Senate 2021"
3883,S0TN00342,"BRADSHAW, MARQUITA",DEM,TN,0,Open seat,Senate,Tennessee,Democrat,"BRADSHAW, MARQUITA Democrat Tennessee Senate","BRADSHAW, MARQUITA Democrat Tennessee Senate 2021"
3884,S6TN00224,"KURITA, ROSALIND",DEM,TN,0,Open seat,Senate,Tennessee,Democrat,"KURITA, ROSALIND Democrat Tennessee Senate","KURITA, ROSALIND Democrat Tennessee Senate 2021"
3885,S8TN00311,"MACKLER, JAMES",DEM,TN,0,Open seat,Senate,Tennessee,Democrat,"MACKLER, JAMES Democrat Tennessee Senate","MACKLER, JAMES Democrat Tennessee Senate 2021"
3886,S8TN00386,"BREDESEN, PHILIP",DEM,TN,0,Open seat,Senate,Tennessee,Democrat,"BREDESEN, PHILIP Democrat Tennessee Senate","BREDESEN, PHILIP Democrat Tennessee Senate 2021"
3887,S0TN00144,"SETHI, DR. MANNY",REP,TN,0,Open seat,Senate,Tennessee,Republican,"SETHI, DR. MANNY Republican Tennessee Senate","SETHI, DR. MANNY Republican Tennessee Senate 2021"
3888,S0TN00151,"GAPP, JOSHUA DOMINIQUE GREGORY",REP,TN,0,Open seat,Senate,Tennessee,Republican,"GAPP, JOSHUA DOMINIQUE GREGORY Republican Tennessee Senate","GAPP, JOSHUA DOMINIQUE GREGORY Republican Tennessee Senate 2021"
3889,S0TN00169,"HAGERTY, BILL",REP,TN,0,Open seat,Senate,Tennessee,Republican,"HAGERTY, BILL Republican Tennessee Senate","HAGERTY, BILL Republican Tennessee Senate 2021"
3890,S0TN00185,"FLINN, GEORGE S DR JR",REP,TN,0,Open seat,Senate,Tennessee,Republican,"FLINN, GEORGE S DR JR Republican Tennessee Senate","FLINN, GEORGE S DR JR Republican Tennessee Senate 2021"
3891,S0TN00201,"BUSH, BYRON",REP,TN,0,Open seat,Senate,Tennessee,Republican,"BUSH, BYRON Republican Tennessee Senate","BUSH, BYRON Republican Tennessee Senate 2021"
3892,S0TN00219,"PRESLEY, JOHNNY W",REP,TN,0,Open seat,Senate,Tennessee,Republican,"PRESLEY, JOHNNY W Republican Tennessee Senate","PRESLEY, JOHNNY W Republican Tennessee Senate 2021"
3893,S0TN00235,"BROOKS, NATISHA",REP,TN,0,Open seat,Senate,Tennessee,Republican,"BROOKS, NATISHA Republican Tennessee Senate","BROOKS, NATISHA Republican Tennessee Senate 2021"
3894,S0TN00243,"COPE, ROY DALE",REP,TN,0,Open seat,Senate,Tennessee,Republican,"COPE, ROY DALE Republican Tennessee Senate","COPE, ROY DALE Republican Tennessee Senate 2021"
3895,S0TN00250,"MORRELL, KENT",REP,TN,0,Open seat,Senate,Tennessee,Republican,"MORRELL, KENT Republican Tennessee Senate","MORRELL, KENT Republican Tennessee Senate 2021"
3896,S0TN00276,"HENRY, JON",REP,TN,0,Open seat,Senate,Tennessee,Republican,"HENRY, JON Republican Tennessee Senate","HENRY, JON Republican Tennessee Senate 2021"
3897,S0TN00326,"OSBORNE, JOHN E.",REP,TN,0,Open seat,Senate,Tennessee,Republican,"OSBORNE, JOHN E. Republican Tennessee Senate","OSBORNE, JOHN E. Republican Tennessee Senate 2021"
3898,S2TN00058,"ALEXANDER, LAMAR",REP,TN,0,Incumbent,Senate,Tennessee,Republican,"ALEXANDER, LAMAR Republican Tennessee Senate","ALEXANDER, LAMAR Republican Tennessee Senate 2021"
3899,S6TN00216,"CORKER, ROBERT P JR",REP,TN,0,Incumbent,Senate,Tennessee,Republican,"CORKER, ROBERT P JR Republican Tennessee Senate","CORKER, ROBERT P JR Republican Tennessee Senate 2021"
3900,S8TN00337,"BLACKBURN, MARSHA MRS.",REP,TN,0,,Senate,Tennessee,Republican,"BLACKBURN, MARSHA MRS. Republican Tennessee Senate","BLACKBURN, MARSHA MRS. Republican Tennessee Senate 2021"
3901,S8TN00352,"FINCHER, STEPHEN",REP,TN,0,Open seat,Senate,Tennessee,Republican,"FINCHER, STEPHEN Republican Tennessee Senate","FINCHER, STEPHEN Republican Tennessee Senate 2021"
3902,S0TN00227,"MCLEOD, ELIZABETH D",IND,TN,0,Open seat,Senate,Tennessee,Independent,"MCLEOD, ELIZABETH D Independent Tennessee Senate","MCLEOD, ELIZABETH D Independent Tennessee Senate 2021"
3903,S0TN00300,"HILL, GARLAND DEAN II",IND,TN,0,Open seat,Senate,Tennessee,Independent,"HILL, GARLAND DEAN II Independent Tennessee Senate","HILL, GARLAND DEAN II Independent Tennessee Senate 2021"
3904,S0TN00318,"FAPARUSI, YOMI DR. SR",IND,TN,0,Open seat,Senate,Tennessee,Independent,"FAPARUSI, YOMI DR. SR Independent Tennessee Senate","FAPARUSI, YOMI DR. SR Independent Tennessee Senate 2021"
3905,S0TX00225,"OCEGUEDA, ADRIAN",DEM,TX,0,Challenger,Senate,Texas,Democrat,"OCEGUEDA, ADRIAN Democrat Texas Senate","OCEGUEDA, ADRIAN Democrat Texas Senate 2021"
3906,S0TX00233,"HEGAR, MARY JENNINGS MJ",DEM,TX,0,Challenger,Senate,Texas,Democrat,"HEGAR, MARY JENNINGS MJ Democrat Texas Senate","HEGAR, MARY JENNINGS MJ Democrat Texas Senate 2021"
3907,S0TX00258,"EDWARDS, AMANDA",DEM,TX,0,Challenger,Senate,Texas,Democrat,"EDWARDS, AMANDA Democrat Texas Senate","EDWARDS, AMANDA Democrat Texas Senate 2021"
3908,S0TX00266,"WEST, ROYCE",DEM,TX,0,Challenger,Senate,Texas,Democrat,"WEST, ROYCE Democrat Texas Senate","WEST, ROYCE Democrat Texas Senate 2021"
3909,S0TX00274,"FOSTER, JACK DANIEL MR JR",DEM,TX,0,Challenger,Senate,Texas,Democrat,"FOSTER, JACK DANIEL MR JR Democrat Texas Senate","FOSTER, JACK DANIEL MR JR Democrat Texas Senate 2021"
3910,S0TX00290,"HERNANDEZ, SEMA",DEM,TX,0,Challenger,Senate,Texas,Democrat,"HERNANDEZ, SEMA Democrat Texas Senate","HERNANDEZ, SEMA Democrat Texas Senate 2021"
3911,S0TX00308,"LOVE, JOHN BENARD III",DEM,TX,0,Challenger,Senate,Texas,Democrat,"LOVE, JOHN BENARD III Democrat Texas Senate","LOVE, JOHN BENARD III Democrat Texas Senate 2021"
3912,S0TX00324,"BELL, ROBERT CHRISTOPHER MR.",DEM,TX,0,Challenger,Senate,Texas,Democrat,"BELL, ROBERT CHRISTOPHER MR. Democrat Texas Senate","BELL, ROBERT CHRISTOPHER MR. Democrat Texas Senate 2021"
3913,S0TX00332,"COOPER, MICHAEL E PASTOR",DEM,TX,0,Challenger,Senate,Texas,Democrat,"COOPER, MICHAEL E PASTOR Democrat Texas Senate","COOPER, MICHAEL E PASTOR Democrat Texas Senate 2021"
3914,S0TX00381,"GARCIA, ANNE",DEM,TX,0,Challenger,Senate,Texas,Democrat,"GARCIA, ANNE Democrat Texas Senate","GARCIA, ANNE Democrat Texas Senate 2021"
3915,S4TX00516,"ALAMEEL, DAVID M",DEM,TX,0,Challenger,Senate,Texas,Democrat,"ALAMEEL, DAVID M Democrat Texas Senate","ALAMEEL, DAVID M Democrat Texas Senate 2021"
3916,S8TX00285,"O'ROURKE, ROBERT (BETO)",DEM,TX,0,Challenger,Senate,Texas,Democrat,"O'ROURKE, ROBERT (BETO) Democrat Texas Senate","O'ROURKE, ROBERT (BETO) Democrat Texas Senate 2021"
3917,S8TX00459,"TZINTZUN RAMIREZ, CRISTINA",DEM,TX,0,Challenger,Senate,Texas,Democrat,"TZINTZUN RAMIREZ, CRISTINA Democrat Texas Senate","TZINTZUN RAMIREZ, CRISTINA Democrat Texas Senate 2021"
3918,S0TX00282,"YANCEY, MARK SPENCER",REP,TX,0,Challenger,Senate,Texas,Republican,"YANCEY, MARK SPENCER Republican Texas Senate","YANCEY, MARK SPENCER Republican Texas Senate 2021"
3919,S0TX00365,"BIERSCHWALE, VIRGIL",REP,TX,0,Challenger,Senate,Texas,Republican,"BIERSCHWALE, VIRGIL Republican Texas Senate","BIERSCHWALE, VIRGIL Republican Texas Senate 2021"
3920,S2TX00106,"CORNYN, JOHN SEN",REP,TX,0,Incumbent,Senate,Texas,Republican,"CORNYN, JOHN SEN Republican Texas Senate","CORNYN, JOHN SEN Republican Texas Senate 2021"
3921,S2TX00312,"CRUZ, RAFAEL EDWARD  TED",REP,TX,0,,Senate,Texas,Republican,"CRUZ, RAFAEL EDWARD  TED Republican Texas Senate","CRUZ, RAFAEL EDWARD  TED Republican Texas Senate 2021"
3922,S4TX00433,"STOVALL, DWAYNE",REP,TX,0,Challenger,Senate,Texas,Republican,"STOVALL, DWAYNE Republican Texas Senate","STOVALL, DWAYNE Republican Texas Senate 2021"
3923,S4TX00508,"MAPP, CHRISTOPHER KEVIN",REP,TX,0,Challenger,Senate,Texas,Republican,"MAPP, CHRISTOPHER KEVIN Republican Texas Senate","MAPP, CHRISTOPHER KEVIN Republican Texas Senate 2021"
3924,S4TX00524,"STOCKMAN, STEVE",REP,TX,0,Challenger,Senate,Texas,Republican,"STOCKMAN, STEVE Republican Texas Senate","STOCKMAN, STEVE Republican Texas Senate 2021"
3925,S0TX00373,"SRINIVASAN, ARJUN",IND,TX,0,Challenger,Senate,Texas,Independent,"SRINIVASAN, ARJUN Independent Texas Senate","SRINIVASAN, ARJUN Independent Texas Senate 2021"
3926,S0TX00340,"MCKENNON, KERRY DOUGLAS",LIB,TX,0,Challenger,Senate,Texas,Libertarian,"MCKENNON, KERRY DOUGLAS Libertarian Texas Senate","MCKENNON, KERRY DOUGLAS Libertarian Texas Senate 2021"
3927,S8TX00418,"DIKEMAN, NEAL MONROE",LIB,TX,0,Challenger,Senate,Texas,Libertarian,"DIKEMAN, NEAL MONROE Libertarian Texas Senate","DIKEMAN, NEAL MONROE Libertarian Texas Senate 2021"
3928,S8UT00143,"WILSON, JENNY",DEM,UT,0,Open seat,Senate,Utah,Democrat,"WILSON, JENNY Democrat Utah Senate","WILSON, JENNY Democrat Utah Senate 2021"
3929,S0UT00124,"SHURTLEFF, MARK",REP,UT,0,Challenger,Senate,Utah,Republican,"SHURTLEFF, MARK Republican Utah Senate","SHURTLEFF, MARK Republican Utah Senate 2021"
3930,S0UT00165,"LEE, MIKE",REP,UT,0,Incumbent,Senate,Utah,Republican,"LEE, MIKE Republican Utah Senate","LEE, MIKE Republican Utah Senate 2021"
3931,S6UT00063,"HATCH, ORRIN G",REP,UT,0,Incumbent,Senate,Utah,Republican,"HATCH, ORRIN G Republican Utah Senate","HATCH, ORRIN G Republican Utah Senate 2021"
3932,S8UT00176,"ROMNEY, WILLARD MITT MR",REP,UT,0,Incumbent,Senate,Utah,Republican,"ROMNEY, WILLARD MITT MR Republican Utah Senate","ROMNEY, WILLARD MITT MR Republican Utah Senate 2021"
3933,S8UT00242,"KENNEDY, MIKE",REP,UT,0,Open seat,Senate,Utah,Republican,"KENNEDY, MIKE Republican Utah Senate","KENNEDY, MIKE Republican Utah Senate 2021"
3934,S2UT00229,"AALDERS, TIMOTHY NOEL",CON,UT,0,Open seat,Senate,Utah,Other,"AALDERS, TIMOTHY NOEL Other Utah Senate","AALDERS, TIMOTHY NOEL Other Utah Senate 2021"
3935,S2UT00286,"BARLOW, EVAN DR.",UN,UT,0,,Senate,Utah,Other,"BARLOW, EVAN DR. Other Utah Senate","BARLOW, EVAN DR. Other Utah Senate 2021"
3936,S2VA00142,"KAINE, TIMOTHY MICHAEL",DEM,VA,0,,Senate,Virginia,Democrat,"KAINE, TIMOTHY MICHAEL Democrat Virginia Senate","KAINE, TIMOTHY MICHAEL Democrat Virginia Senate 2021"
3937,S6VA00093,"WARNER, MARK ROBERT",DEM,VA,0,Incumbent,Senate,Virginia,Democrat,"WARNER, MARK ROBERT Democrat Virginia Senate","WARNER, MARK ROBERT Democrat Virginia Senate 2021"
3938,S0VA00070,"BALDWIN, ALISSA",REP,VA,0,Challenger,Senate,Virginia,Republican,"BALDWIN, ALISSA Republican Virginia Senate","BALDWIN, ALISSA Republican Virginia Senate 2021"
3939,S0VA00096,"ADKINS, GARY GENE",REP,VA,0,Challenger,Senate,Virginia,Republican,"ADKINS, GARY GENE Republican Virginia Senate","ADKINS, GARY GENE Republican Virginia Senate 2021"
3940,S0VA00104,"TAYLOR, SCOTT W.",REP,VA,0,Challenger,Senate,Virginia,Republican,"TAYLOR, SCOTT W. Republican Virginia Senate","TAYLOR, SCOTT W. Republican Virginia Senate 2021"
3941,S0VA00120,"WILLIAMS, VICTOR KEITH",REP,VA,0,Challenger,Senate,Virginia,Republican,"WILLIAMS, VICTOR KEITH Republican Virginia Senate","WILLIAMS, VICTOR KEITH Republican Virginia Senate 2021"
3942,S0VA00146,"GADE, DANIEL MACARTHUR MR.",REP,VA,0,Challenger,Senate,Virginia,Republican,"GADE, DANIEL MACARTHUR MR. Republican Virginia Senate","GADE, DANIEL MACARTHUR MR. Republican Virginia Senate 2021"
3943,S0VA00179,"FAULKNER, OMARI",REP,VA,0,Challenger,Senate,Virginia,Republican,"FAULKNER, OMARI Republican Virginia Senate","FAULKNER, OMARI Republican Virginia Senate 2021"
3944,S0VA00187,"DUNN, BLAINE P HON.",REP,VA,0,Challenger,Senate,Virginia,Republican,"DUNN, BLAINE P HON. Republican Virginia Senate","DUNN, BLAINE P HON. Republican Virginia Senate 2021"
3945,S2VA00167,"JACKSON, EARL W SR",REP,VA,0,Challenger,Senate,Virginia,Republican,"JACKSON, EARL W SR Republican Virginia Senate","JACKSON, EARL W SR Republican Virginia Senate 2021"
3946,S4VA00148,"HILL, SHAK",REP,VA,0,Challenger,Senate,Virginia,Republican,"HILL, SHAK Republican Virginia Senate","HILL, SHAK Republican Virginia Senate 2021"
